,hmid,predicted_category
18156,106581,affection
18157,106582,affection
18158,106583,affection
18159,106584,affection
18160,106585,achievement
18161,106586,bonding
18162,106587,affection
18163,106588,affection
18164,106589,affection
18165,106590,affection
18166,106591,achievement
18167,106592,affection
18168,106593,affection
18169,106594,affection
18170,106595,affection
18171,106596,affection
18172,106597,affection
18173,106598,affection
18174,106599,achievement
18175,106600,affection
18176,106601,affection
18177,106602,achievement
18178,106603,affection
18179,106604,affection
18180,106605,affection
18181,106606,achievement
18182,106607,affection
18183,106608,achievement
18184,106609,affection
18185,106610,affection
18186,106611,affection
18187,106612,achievement
18188,106613,affection
18189,106614,affection
18190,106615,affection
18191,106616,affection
18192,106617,affection
18193,106618,affection
18194,106619,affection
18195,106620,affection
18196,106621,affection
18197,106622,affection
18198,106623,achievement
18199,106624,achievement
18200,106625,affection
18201,106626,affection
18202,106627,achievement
18203,106628,affection
18204,106629,affection
18205,106630,achievement
18206,106631,achievement
18207,106632,affection
18208,106633,achievement
18209,106634,affection
18210,106635,achievement
18211,106636,affection
18212,106637,achievement
18213,106638,achievement
18214,106639,affection
18215,106640,affection
18216,106641,affection
18217,106642,achievement
18218,106643,affection
18219,106644,affection
18220,106645,achievement
18221,106646,affection
18222,106647,affection
18223,106648,affection
18224,106649,achievement
18225,106650,affection
18226,106651,affection
18227,106652,affection
18228,106653,affection
18229,106654,achievement
18230,106655,affection
18231,106656,affection
18232,106657,affection
18233,106658,achievement
18234,106659,affection
18235,106660,affection
18236,106661,affection
18237,106662,affection
18238,106663,affection
18239,106664,achievement
18240,106665,affection
18241,106666,achievement
18242,106667,achievement
18243,106668,affection
18244,106669,affection
18245,106670,affection
18246,106671,affection
18247,106672,affection
18248,106673,affection
18249,106674,affection
18250,106675,achievement
18251,106676,achievement
18252,106677,affection
18253,106678,affection
18254,106679,achievement
18255,106680,affection
18256,106681,affection
18257,106682,affection
18258,106683,achievement
18259,106684,affection
18260,106685,affection
18261,106686,affection
18262,106687,affection
18263,106688,affection
18264,106689,affection
18265,106690,achievement
18266,106691,achievement
18267,106692,achievement
18268,106693,affection
18269,106694,affection
18270,106695,achievement
18271,106696,affection
18272,106697,affection
18273,106698,affection
18274,106699,affection
18275,106700,achievement
18276,106701,achievement
18277,106702,affection
18278,106703,affection
18279,106704,affection
18280,106705,affection
18281,106706,affection
18282,106707,affection
18283,106708,affection
18284,106709,affection
18285,106710,affection
18286,106711,affection
18287,106712,achievement
18288,106713,affection
18289,106714,achievement
18290,106715,affection
18291,106716,affection
18292,106717,affection
18293,106718,affection
18294,106719,affection
18295,106720,affection
18296,106721,affection
18297,106722,affection
18298,106723,affection
18299,106724,achievement
18300,106725,achievement
18301,106726,affection
18302,106727,affection
18303,106728,affection
18304,106729,affection
18305,106730,affection
18306,106731,achievement
18307,106732,affection
18308,106733,affection
18309,106734,affection
18310,106735,affection
18311,106736,achievement
18312,106737,affection
18313,106738,affection
18314,106739,affection
18315,106740,affection
18316,106741,affection
18317,106742,achievement
18318,106743,affection
18319,106744,achievement
18320,106745,affection
18321,106746,affection
18322,106747,affection
18323,106748,achievement
18324,106749,affection
18325,106750,affection
18326,106751,affection
18327,106752,affection
18328,106753,affection
18329,106754,affection
18330,106755,affection
18331,106756,affection
18332,106757,affection
18333,106758,affection
18334,106759,affection
18335,106760,affection
18336,106761,affection
18337,106762,affection
18338,106763,affection
18339,106764,affection
18340,106765,achievement
18341,106766,affection
18342,106767,achievement
18343,106768,affection
18344,106769,affection
18345,106770,affection
18346,106771,bonding
18347,106772,achievement
18348,106773,affection
18349,106774,achievement
18350,106775,affection
18351,106776,affection
18352,106777,affection
18353,106778,affection
18354,106779,affection
18355,106780,affection
18356,106781,achievement
18357,106782,affection
18358,106783,affection
18359,106784,affection
18360,106785,affection
18361,106786,achievement
18362,106787,affection
18363,106788,achievement
18364,106789,affection
18365,106790,achievement
18366,106791,affection
18367,106792,affection
18368,106793,affection
18369,106794,affection
18370,106795,affection
18371,106796,affection
18372,106797,affection
18373,106798,achievement
18374,106799,affection
18375,106800,affection
18376,106801,affection
18377,106802,affection
18378,106803,achievement
18379,106804,affection
18380,106805,affection
18381,106806,affection
18382,106807,achievement
18383,106808,affection
18384,106809,affection
18385,106810,affection
18386,106811,achievement
18387,106812,affection
18388,106813,affection
18389,106814,affection
18390,106815,affection
18391,106816,affection
18392,106817,affection
18393,106818,affection
18394,106819,achievement
18395,106820,affection
18396,106821,affection
18397,106822,affection
18398,106823,affection
18399,106824,achievement
18400,106825,affection
18401,106826,achievement
18402,106827,affection
18403,106828,affection
18404,106829,affection
18405,106830,affection
18406,106831,achievement
18407,106832,achievement
18408,106833,affection
18409,106834,affection
18410,106835,affection
18411,106836,achievement
18412,106837,affection
18413,106838,affection
18414,106839,achievement
18415,106840,affection
18416,106841,achievement
18417,106842,affection
18418,106843,affection
18419,106844,affection
18420,106845,achievement
18421,106846,achievement
18422,106847,affection
18423,106848,affection
18424,106849,affection
18425,106850,affection
18426,106851,affection
18427,106852,affection
18428,106853,achievement
18429,106854,affection
18430,106855,affection
18431,106856,achievement
18432,106857,affection
18433,106858,affection
18434,106859,affection
18435,106860,affection
18436,106861,affection
18437,106862,affection
18438,106863,achievement
18439,106864,affection
18440,106865,affection
18441,106866,affection
18442,106867,affection
18443,106868,achievement
18444,106869,achievement
18445,106870,affection
18446,106871,affection
18447,106872,affection
18448,106873,affection
18449,106874,affection
18450,106875,affection
18451,106876,achievement
18452,106877,affection
18453,106878,affection
18454,106879,affection
18455,106880,affection
18456,106881,affection
18457,106882,achievement
18458,106883,achievement
18459,106884,affection
18460,106885,achievement
18461,106886,achievement
18462,106887,affection
18463,106888,achievement
18464,106889,affection
18465,106890,affection
18466,106891,affection
18467,106892,affection
18468,106893,affection
18469,106894,achievement
18470,106895,affection
18471,106896,affection
18472,106897,affection
18473,106898,affection
18474,106899,affection
18475,106900,achievement
18476,106901,achievement
18477,106902,affection
18478,106903,affection
18479,106904,affection
18480,106905,affection
18481,106906,affection
18482,106907,achievement
18483,106908,achievement
18484,106909,achievement
18485,106910,affection
18486,106911,achievement
18487,106912,affection
18488,106913,affection
18489,106914,affection
18490,106915,affection
18491,106916,affection
18492,106917,affection
18493,106918,affection
18494,106919,achievement
18495,106920,achievement
18496,106921,affection
18497,106922,affection
18498,106923,achievement
18499,106924,achievement
18500,106925,affection
18501,106926,affection
18502,106927,affection
18503,106928,achievement
18504,106929,affection
18505,106930,achievement
18506,106931,affection
18507,106932,affection
18508,106933,achievement
18509,106934,affection
18510,106935,affection
18511,106936,affection
18512,106937,achievement
18513,106938,affection
18514,106939,affection
18515,106940,affection
18516,106941,achievement
18517,106942,affection
18518,106943,affection
18519,106944,affection
18520,106945,achievement
18521,106946,affection
18522,106947,achievement
18523,106948,achievement
18524,106949,achievement
18525,106950,affection
18526,106951,affection
18527,106952,achievement
18528,106953,affection
18529,106954,achievement
18530,106955,affection
18531,106956,achievement
18532,106957,achievement
18533,106958,affection
18534,106959,achievement
18535,106960,affection
18536,106961,achievement
18537,106962,achievement
18538,106963,affection
18539,106964,affection
18540,106965,affection
18541,106966,affection
18542,106967,affection
18543,106968,affection
18544,106969,affection
18545,106970,affection
18546,106971,achievement
18547,106972,affection
18548,106973,affection
18549,106974,affection
18550,106975,affection
18551,106976,achievement
18552,106977,affection
18553,106978,achievement
18554,106979,bonding
18555,106980,affection
18556,106981,affection
18557,106982,achievement
18558,106983,achievement
18559,106984,achievement
18560,106985,affection
18561,106986,affection
18562,106987,achievement
18563,106988,affection
18564,106989,affection
18565,106990,affection
18566,106991,affection
18567,106993,achievement
18568,106994,affection
18569,106995,achievement
18570,106996,affection
18571,106997,affection
18572,106998,affection
18573,106999,affection
18574,107000,affection
18575,107001,affection
18576,107002,affection
18577,107003,affection
18578,107004,affection
18579,107005,achievement
18580,107006,affection
18581,107007,achievement
18582,107008,achievement
18583,107009,affection
18584,107010,affection
18585,107011,achievement
18586,107012,affection
18587,107013,affection
18588,107014,achievement
18589,107015,affection
18590,107016,affection
18591,107017,achievement
18592,107018,achievement
18593,107019,affection
18594,107020,affection
18595,107021,achievement
18596,107022,affection
18597,107023,achievement
18598,107024,achievement
18599,107025,affection
18600,107026,affection
18601,107027,affection
18602,107028,achievement
18603,107029,affection
18604,107030,affection
18605,107031,affection
18606,107032,affection
18607,107033,affection
18608,107034,affection
18609,107035,affection
18610,107036,affection
18611,107037,affection
18612,107038,achievement
18613,107039,achievement
18614,107040,bonding
18615,107041,achievement
18616,107042,affection
18617,107043,achievement
18618,107044,affection
18619,107045,affection
18620,107046,affection
18621,107047,affection
18622,107048,affection
18623,107049,achievement
18624,107050,achievement
18625,107051,affection
18626,107052,achievement
18627,107053,affection
18628,107054,affection
18629,107055,achievement
18630,107056,achievement
18631,107057,affection
18632,107058,affection
18633,107059,affection
18634,107060,affection
18635,107061,achievement
18636,107062,affection
18637,107063,affection
18638,107064,achievement
18639,107065,affection
18640,107066,achievement
18641,107067,affection
18642,107068,affection
18643,107069,affection
18644,107070,achievement
18645,107071,affection
18646,107072,affection
18647,107073,affection
18648,107074,affection
18649,107075,affection
18650,107076,achievement
18651,107077,affection
18652,107078,affection
18653,107079,affection
18654,107080,affection
18655,107081,affection
18656,107082,achievement
18657,107083,achievement
18658,107084,affection
18659,107085,achievement
18660,107086,achievement
18661,107087,affection
18662,107088,affection
18663,107089,affection
18664,107090,achievement
18665,107091,achievement
18666,107092,affection
18667,107093,affection
18668,107094,achievement
18669,107095,affection
18670,107096,affection
18671,107097,achievement
18672,107098,achievement
18673,107099,affection
18674,107100,achievement
18675,107101,affection
18676,107102,achievement
18677,107103,achievement
18678,107104,affection
18679,107105,achievement
18680,107106,affection
18681,107107,affection
18682,107108,affection
18683,107109,achievement
18684,107110,affection
18685,107111,affection
18686,107112,affection
18687,107113,affection
18688,107114,affection
18689,107115,achievement
18690,107116,affection
18691,107117,affection
18692,107118,affection
18693,107119,affection
18694,107120,achievement
18695,107121,affection
18696,107122,achievement
18697,107123,affection
18698,107124,affection
18699,107125,affection
18700,107126,affection
18701,107127,affection
18702,107128,affection
18703,107129,affection
18704,107130,affection
18705,107131,affection
18706,107132,achievement
18707,107133,affection
18708,107134,affection
18709,107135,affection
18710,107136,affection
18711,107137,achievement
18712,107138,affection
18713,107139,affection
18714,107140,achievement
18715,107141,affection
18716,107142,affection
18717,107143,affection
18718,107144,achievement
18719,107145,affection
18720,107146,affection
18721,107147,achievement
18722,107148,achievement
18723,107149,affection
18724,107150,achievement
18725,107151,achievement
18726,107152,achievement
18727,107153,affection
18728,107154,achievement
18729,107155,affection
18730,107156,achievement
18731,107157,affection
18732,107158,achievement
18733,107159,affection
18734,107160,achievement
18735,107161,affection
18736,107162,achievement
18737,107163,achievement
18738,107164,affection
18739,107165,achievement
18740,107166,affection
18741,107167,affection
18742,107168,affection
18743,107169,achievement
18744,107170,achievement
18745,107171,affection
18746,107172,affection
18747,107173,achievement
18748,107174,affection
18749,107175,affection
18750,107176,affection
18751,107177,affection
18752,107178,affection
18753,107179,achievement
18754,107180,affection
18755,107181,achievement
18756,107182,affection
18757,107183,affection
18758,107184,achievement
18759,107185,affection
18760,107186,affection
18761,107187,affection
18762,107188,achievement
18763,107189,achievement
18764,107190,affection
18765,107191,affection
18766,107192,affection
18767,107193,achievement
18768,107194,affection
18769,107195,affection
18770,107196,affection
18771,107197,bonding
18772,107198,affection
18773,107199,affection
18774,107200,affection
18775,107201,affection
18776,107202,affection
18777,107203,affection
18778,107204,achievement
18779,107205,affection
18780,107206,achievement
18781,107207,achievement
18782,107208,affection
18783,107209,achievement
18784,107210,affection
18785,107211,affection
18786,107212,affection
18787,107213,affection
18788,107214,affection
18789,107215,affection
18790,107216,affection
18791,107217,affection
18792,107218,affection
18793,107219,achievement
18794,107220,achievement
18795,107221,affection
18796,107222,affection
18797,107223,achievement
18798,107224,affection
18799,107225,affection
18800,107226,affection
18801,107227,affection
18802,107228,affection
18803,107229,affection
18804,107230,affection
18805,107231,affection
18806,107232,achievement
18807,107233,affection
18808,107234,achievement
18809,107235,achievement
18810,107236,affection
18811,107237,affection
18812,107238,affection
18813,107239,affection
18814,107240,affection
18815,107241,affection
18816,107242,achievement
18817,107243,affection
18818,107244,affection
18819,107245,affection
18820,107246,affection
18821,107247,affection
18822,107248,affection
18823,107249,affection
18824,107250,affection
18825,107251,affection
18826,107252,affection
18827,107253,affection
18828,107254,affection
18829,107255,affection
18830,107256,affection
18831,107257,achievement
18832,107258,affection
18833,107259,affection
18834,107260,affection
18835,107261,achievement
18836,107262,affection
18837,107263,affection
18838,107264,achievement
18839,107265,affection
18840,107266,affection
18841,107267,affection
18842,107268,affection
18843,107269,affection
18844,107270,achievement
18845,107271,achievement
18846,107272,affection
18847,107273,affection
18848,107274,affection
18849,107275,affection
18850,107276,affection
18851,107277,affection
18852,107278,affection
18853,107279,achievement
18854,107280,affection
18855,107281,affection
18856,107282,affection
18857,107283,affection
18858,107284,affection
18859,107285,affection
18860,107286,affection
18861,107287,affection
18862,107288,affection
18863,107289,affection
18864,107290,affection
18865,107291,achievement
18866,107292,affection
18867,107293,affection
18868,107294,achievement
18869,107295,affection
18870,107296,affection
18871,107297,affection
18872,107298,affection
18873,107299,affection
18874,107300,affection
18875,107301,affection
18876,107302,affection
18877,107303,affection
18878,107304,achievement
18879,107305,affection
18880,107306,achievement
18881,107307,achievement
18882,107308,affection
18883,107309,affection
18884,107310,achievement
18885,107311,achievement
18886,107312,affection
18887,107313,affection
18888,107314,affection
18889,107315,affection
18890,107316,affection
18891,107317,affection
18892,107318,affection
18893,107319,affection
18894,107320,affection
18895,107321,affection
18896,107322,achievement
18897,107323,affection
18898,107324,affection
18899,107325,affection
18900,107326,achievement
18901,107327,achievement
18902,107328,affection
18903,107329,affection
18904,107330,affection
18905,107331,achievement
18906,107332,affection
18907,107333,affection
18908,107334,achievement
18909,107335,affection
18910,107336,achievement
18911,107337,affection
18912,107338,affection
18913,107339,affection
18914,107340,affection
18915,107341,affection
18916,107342,achievement
18917,107343,affection
18918,107344,achievement
18919,107345,affection
18920,107346,affection
18921,107347,affection
18922,107348,affection
18923,107349,affection
18924,107350,achievement
18925,107351,affection
18926,107352,affection
18927,107353,achievement
18928,107354,achievement
18929,107355,affection
18930,107356,affection
18931,107357,achievement
18932,107358,affection
18933,107359,affection
18934,107360,affection
18935,107361,affection
18936,107362,affection
18937,107363,affection
18938,107364,affection
18939,107365,affection
18940,107366,affection
18941,107367,achievement
18942,107368,affection
18943,107369,affection
18944,107370,achievement
18945,107371,achievement
18946,107372,achievement
18947,107373,achievement
18948,107374,affection
18949,107375,affection
18950,107376,affection
18951,107377,achievement
18952,107378,affection
18953,107379,achievement
18954,107380,affection
18955,107381,achievement
18956,107382,affection
18957,107383,achievement
18958,107384,affection
18959,107385,affection
18960,107386,affection
18961,107387,affection
18962,107389,affection
18963,107390,achievement
18964,107391,affection
18965,107392,affection
18966,107393,affection
18967,107394,affection
18968,107395,affection
18969,107396,affection
18970,107397,affection
18971,107398,affection
18972,107399,affection
18973,107400,affection
18974,107401,achievement
18975,107402,affection
18976,107403,affection
18977,107404,achievement
18978,107405,affection
18979,107406,affection
18980,107407,achievement
18981,107408,affection
18982,107409,affection
18983,107410,affection
18984,107411,affection
18985,107412,bonding
18986,107413,affection
18987,107414,affection
18988,107415,affection
18989,107416,achievement
18990,107417,achievement
18991,107418,affection
18992,107419,affection
18993,107420,achievement
18994,107421,affection
18995,107422,affection
18996,107423,achievement
18997,107424,affection
18998,107425,affection
18999,107426,affection
19000,107427,achievement
19001,107428,affection
19002,107429,affection
19003,107430,affection
19004,107431,affection
19005,107432,affection
19006,107433,affection
19007,107434,achievement
19008,107435,affection
19009,107436,affection
19010,107437,affection
19011,107438,achievement
19012,107439,affection
19013,107440,achievement
19014,107441,affection
19015,107442,achievement
19016,107443,achievement
19017,107444,affection
19018,107445,achievement
19019,107446,achievement
19020,107447,affection
19021,107448,affection
19022,107449,affection
19023,107450,affection
19024,107451,affection
19025,107452,affection
19026,107453,achievement
19027,107454,affection
19028,107455,achievement
19029,107456,achievement
19030,107457,affection
19031,107458,affection
19032,107459,affection
19033,107460,affection
19034,107461,affection
19035,107462,achievement
19036,107463,affection
19037,107464,affection
19038,107465,affection
19039,107466,affection
19040,107467,affection
19041,107468,affection
19042,107469,affection
19043,107470,affection
19044,107472,affection
19045,107473,affection
19046,107474,affection
19047,107475,affection
19048,107476,achievement
19049,107477,affection
19050,107478,affection
19051,107479,achievement
19052,107480,affection
19053,107481,affection
19054,107482,achievement
19055,107483,affection
19056,107484,affection
19057,107485,affection
19058,107486,affection
19059,107487,affection
19060,107488,achievement
19061,107489,affection
19062,107490,affection
19063,107491,affection
19064,107492,affection
19065,107493,affection
19066,107494,affection
19067,107495,affection
19068,107496,affection
19069,107497,affection
19070,107498,affection
19071,107499,achievement
19072,107500,affection
19073,107501,affection
19074,107502,achievement
19075,107503,affection
19076,107504,affection
19077,107505,achievement
19078,107506,affection
19079,107507,affection
19080,107508,achievement
19081,107509,affection
19082,107510,affection
19083,107511,affection
19084,107512,affection
19085,107513,affection
19086,107514,affection
19087,107515,affection
19088,107516,affection
19089,107517,affection
19090,107518,affection
19091,107519,achievement
19092,107520,affection
19093,107521,affection
19094,107522,achievement
19095,107523,affection
19096,107524,affection
19097,107525,achievement
19098,107526,affection
19099,107527,achievement
19100,107528,achievement
19101,107529,affection
19102,107530,affection
19103,107531,affection
19104,107532,affection
19105,107533,affection
19106,107534,affection
19107,107535,affection
19108,107536,affection
19109,107537,affection
19110,107538,achievement
19111,107539,achievement
19112,107540,affection
19113,107541,achievement
19114,107542,affection
19115,107543,affection
19116,107544,achievement
19117,107545,affection
19118,107546,affection
19119,107547,affection
19120,107548,affection
19121,107549,affection
19122,107550,affection
19123,107551,achievement
19124,107552,affection
19125,107553,affection
19126,107554,affection
19127,107555,affection
19128,107556,affection
19129,107557,affection
19130,107558,achievement
19131,107559,affection
19132,107560,affection
19133,107561,achievement
19134,107562,affection
19135,107563,affection
19136,107564,affection
19137,107565,achievement
19138,107566,affection
19139,107567,affection
19140,107568,affection
19141,107569,affection
19142,107570,affection
19143,107571,affection
19144,107572,affection
19145,107573,affection
19146,107574,achievement
19147,107575,achievement
19148,107576,achievement
19149,107577,affection
19150,107578,affection
19151,107579,achievement
19152,107580,affection
19153,107581,affection
19154,107582,affection
19155,107583,affection
19156,107584,affection
19157,107585,affection
19158,107586,affection
19159,107587,achievement
19160,107588,affection
19161,107589,affection
19162,107590,affection
19163,107591,affection
19164,107592,affection
19165,107593,affection
19166,107594,affection
19167,107595,affection
19168,107596,achievement
19169,107597,affection
19170,107598,achievement
19171,107599,affection
19172,107600,affection
19173,107601,affection
19174,107602,affection
19175,107603,affection
19176,107604,affection
19177,107605,achievement
19178,107606,affection
19179,107607,achievement
19180,107608,achievement
19181,107609,achievement
19182,107610,achievement
19183,107611,affection
19184,107612,affection
19185,107613,achievement
19186,107614,affection
19187,107615,achievement
19188,107616,affection
19189,107617,affection
19190,107618,achievement
19191,107619,affection
19192,107620,achievement
19193,107621,affection
19194,107622,affection
19195,107623,affection
19196,107624,affection
19197,107625,affection
19198,107626,affection
19199,107627,affection
19200,107628,affection
19201,107629,affection
19202,107630,achievement
19203,107631,affection
19204,107632,affection
19205,107633,achievement
19206,107634,affection
19207,107635,affection
19208,107636,affection
19209,107637,affection
19210,107638,achievement
19211,107639,affection
19212,107640,affection
19213,107641,affection
19214,107642,achievement
19215,107643,affection
19216,107644,affection
19217,107645,achievement
19218,107646,affection
19219,107647,affection
19220,107648,affection
19221,107649,achievement
19222,107650,affection
19223,107651,achievement
19224,107652,affection
19225,107653,affection
19226,107654,affection
19227,107655,affection
19228,107656,affection
19229,107657,achievement
19230,107658,affection
19231,107659,affection
19232,107660,affection
19233,107661,affection
19234,107662,achievement
19235,107663,affection
19236,107664,affection
19237,107665,affection
19238,107666,affection
19239,107667,affection
19240,107668,affection
19241,107669,affection
19242,107670,affection
19243,107671,affection
19244,107672,achievement
19245,107673,affection
19246,107674,affection
19247,107675,affection
19248,107676,affection
19249,107677,achievement
19250,107678,affection
19251,107679,affection
19252,107680,affection
19253,107681,achievement
19254,107682,affection
19255,107683,affection
19256,107684,achievement
19257,107685,affection
19258,107686,affection
19259,107687,affection
19260,107688,affection
19261,107689,affection
19262,107690,affection
19263,107691,affection
19264,107692,bonding
19265,107693,affection
19266,107694,affection
19267,107695,affection
19268,107696,affection
19269,107697,affection
19270,107698,affection
19271,107699,achievement
19272,107700,affection
19273,107701,affection
19274,107702,achievement
19275,107703,affection
19276,107704,affection
19277,107705,affection
19278,107706,affection
19279,107707,affection
19280,107708,affection
19281,107709,affection
19282,107710,achievement
19283,107711,affection
19284,107712,achievement
19285,107713,affection
19286,107714,affection
19287,107715,affection
19288,107716,affection
19289,107717,affection
19290,107718,affection
19291,107719,affection
19292,107720,affection
19293,107721,affection
19294,107722,affection
19295,107723,affection
19296,107724,affection
19297,107725,affection
19298,107726,achievement
19299,107727,affection
19300,107728,affection
19301,107729,affection
19302,107730,affection
19303,107731,achievement
19304,107732,affection
19305,107733,affection
19306,107734,affection
19307,107735,affection
19308,107736,affection
19309,107737,affection
19310,107738,achievement
19311,107739,affection
19312,107740,affection
19313,107741,affection
19314,107742,affection
19315,107743,achievement
19316,107744,achievement
19317,107745,affection
19318,107746,achievement
19319,107747,achievement
19320,107748,affection
19321,107749,affection
19322,107750,affection
19323,107751,affection
19324,107752,achievement
19325,107753,affection
19326,107754,achievement
19327,107755,affection
19328,107756,affection
19329,107757,affection
19330,107758,affection
19331,107759,affection
19332,107760,affection
19333,107761,affection
19334,107762,affection
19335,107763,affection
19336,107764,affection
19337,107765,achievement
19338,107766,affection
19339,107767,affection
19340,107768,affection
19341,107769,achievement
19342,107770,affection
19343,107771,affection
19344,107772,affection
19345,107773,affection
19346,107774,achievement
19347,107775,achievement
19348,107776,affection
19349,107777,affection
19350,107778,affection
19351,107779,achievement
19352,107780,affection
19353,107781,affection
19354,107782,affection
19355,107783,affection
19356,107784,affection
19357,107785,affection
19358,107786,achievement
19359,107787,affection
19360,107788,affection
19361,107789,affection
19362,107790,affection
19363,107791,affection
19364,107792,affection
19365,107793,affection
19366,107794,achievement
19367,107795,affection
19368,107796,affection
19369,107797,achievement
19370,107798,affection
19371,107799,affection
19372,107800,affection
19373,107801,affection
19374,107802,achievement
19375,107803,affection
19376,107804,affection
19377,107805,achievement
19378,107806,affection
19379,107807,affection
19380,107808,achievement
19381,107809,affection
19382,107810,affection
19383,107811,achievement
19384,107812,affection
19385,107813,achievement
19386,107814,achievement
19387,107815,affection
19388,107816,achievement
19389,107817,affection
19390,107818,affection
19391,107819,achievement
19392,107820,affection
19393,107821,affection
19394,107822,affection
19395,107823,affection
19396,107824,affection
19397,107825,affection
19398,107826,affection
19399,107827,achievement
19400,107828,affection
19401,107829,affection
19402,107830,affection
19403,107831,affection
19404,107832,achievement
19405,107833,bonding
19406,107834,affection
19407,107835,affection
19408,107836,affection
19409,107837,affection
19410,107838,affection
19411,107839,affection
19412,107840,affection
19413,107841,affection
19414,107842,achievement
19415,107843,affection
19416,107844,affection
19417,107845,affection
19418,107846,achievement
19419,107847,affection
19420,107848,affection
19421,107849,affection
19422,107850,affection
19423,107851,affection
19424,107852,affection
19425,107853,affection
19426,107854,achievement
19427,107855,affection
19428,107856,affection
19429,107857,achievement
19430,107858,affection
19431,107859,affection
19432,107860,affection
19433,107861,achievement
19434,107862,affection
19435,107863,affection
19436,107864,affection
19437,107865,affection
19438,107866,achievement
19439,107867,affection
19440,107868,affection
19441,107869,affection
19442,107870,achievement
19443,107871,affection
19444,107872,affection
19445,107873,affection
19446,107874,affection
19447,107875,achievement
19448,107876,bonding
19449,107877,achievement
19450,107878,affection
19451,107879,affection
19452,107880,affection
19453,107881,achievement
19454,107882,affection
19455,107883,affection
19456,107884,affection
19457,107885,achievement
19458,107886,affection
19459,107887,achievement
19460,107888,affection
19461,107889,affection
19462,107890,affection
19463,107891,affection
19464,107892,achievement
19465,107893,achievement
19466,107894,affection
19467,107895,affection
19468,107896,affection
19469,107897,affection
19470,107898,achievement
19471,107899,achievement
19472,107900,achievement
19473,107901,affection
19474,107902,affection
19475,107903,affection
19476,107904,achievement
19477,107905,affection
19478,107906,affection
19479,107907,affection
19480,107908,affection
19481,107909,achievement
19482,107910,affection
19483,107911,affection
19484,107912,affection
19485,107913,affection
19486,107914,affection
19487,107915,affection
19488,107916,achievement
19489,107917,achievement
19490,107918,affection
19491,107919,affection
19492,107920,affection
19493,107921,affection
19494,107922,affection
19495,107923,affection
19496,107924,affection
19497,107925,affection
19498,107926,achievement
19499,107927,affection
19500,107928,affection
19501,107929,affection
19502,107930,achievement
19503,107931,affection
19504,107932,affection
19505,107933,achievement
19506,107934,achievement
19507,107935,achievement
19508,107936,affection
19509,107937,affection
19510,107938,affection
19511,107939,affection
19512,107940,affection
19513,107941,achievement
19514,107942,affection
19515,107943,affection
19516,107944,achievement
19517,107945,achievement
19518,107946,affection
19519,107947,affection
19520,107948,achievement
19521,107949,affection
19522,107950,achievement
19523,107951,affection
19524,107952,bonding
19525,107953,affection
19526,107954,affection
19527,107955,affection
19528,107956,affection
19529,107957,affection
19530,107958,affection
19531,107959,affection
19532,107960,affection
19533,107961,achievement
19534,107962,affection
19535,107963,achievement
19536,107964,affection
19537,107965,achievement
19538,107966,affection
19539,107967,affection
19540,107968,affection
19541,107969,affection
19542,107970,achievement
19543,107971,achievement
19544,107972,affection
19545,107973,affection
19546,107974,achievement
19547,107975,affection
19548,107976,affection
19549,107977,affection
19550,107978,affection
19551,107979,affection
19552,107980,affection
19553,107981,affection
19554,107982,affection
19555,107983,affection
19556,107984,affection
19557,107985,achievement
19558,107986,achievement
19559,107987,achievement
19560,107988,affection
19561,107989,affection
19562,107990,affection
19563,107991,affection
19564,107993,achievement
19565,107994,affection
19566,107995,affection
19567,107996,affection
19568,107997,affection
19569,107998,affection
19570,107999,affection
19571,108000,achievement
19572,108001,achievement
19573,108002,affection
19574,108003,affection
19575,108004,affection
19576,108005,achievement
19577,108006,affection
19578,108007,affection
19579,108008,affection
19580,108009,affection
19581,108010,achievement
19582,108011,affection
19583,108012,affection
19584,108013,affection
19585,108014,affection
19586,108015,affection
19587,108016,affection
19588,108017,achievement
19589,108018,affection
19590,108019,affection
19591,108020,affection
19592,108021,affection
19593,108022,affection
19594,108023,affection
19595,108024,achievement
19596,108025,affection
19597,108026,affection
19598,108027,affection
19599,108028,achievement
19600,108029,affection
19601,108030,affection
19602,108031,affection
19603,108032,affection
19604,108033,affection
19605,108034,achievement
19606,108035,affection
19607,108036,affection
19608,108037,affection
19609,108038,affection
19610,108039,achievement
19611,108040,achievement
19612,108041,affection
19613,108042,affection
19614,108043,achievement
19615,108044,achievement
19616,108045,achievement
19617,108046,affection
19618,108047,affection
19619,108048,affection
19620,108049,affection
19621,108050,achievement
19622,108051,affection
19623,108052,achievement
19624,108053,affection
19625,108054,affection
19626,108055,affection
19627,108056,affection
19628,108057,affection
19629,108058,achievement
19630,108059,affection
19631,108060,affection
19632,108061,affection
19633,108062,affection
19634,108063,affection
19635,108064,affection
19636,108065,bonding
19637,108066,achievement
19638,108067,affection
19639,108068,affection
19640,108069,affection
19641,108070,affection
19642,108071,achievement
19643,108072,affection
19644,108073,affection
19645,108074,affection
19646,108075,achievement
19647,108076,achievement
19648,108077,achievement
19649,108078,affection
19650,108079,affection
19651,108080,achievement
19652,108081,affection
19653,108082,affection
19654,108083,achievement
19655,108084,affection
19656,108085,affection
19657,108086,affection
19658,108087,affection
19659,108088,affection
19660,108089,affection
19661,108090,affection
19662,108091,affection
19663,108092,achievement
19664,108093,affection
